"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148"
"Odoribacter_splanchnicus",0,0.0020278,0,0,0,0,0,0.0053911,0,0,0,0,0.0072299,0.0071365,0,0,0,0,0,0,0,0,0.0069233,0,0,0,0.0008216,0,0.0016919,0,0.0010275,0,0.0084238,0,0,0,0,0,0.001144,0,0,0.0032492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868,0.008355,0.0024711,0,0,0,0,0,0,0.0021375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042894,0,0.002414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050082,0,0,0.0123812,0,0,0.0128605,0,0.0119698,0,0,0,0,0,0.0058801,0,0,0.0137343,0.0083212,0,0.0043736,0,0,0.0131557,0.005403,0.0030199,0,0.0152361,0,0.0083933,0,0,0,0,0,0,0,0.0134089,0,0,0.0446738,0,0.012561,0,0,0.0061918,0.0059362,0.0021679,0,0.0044567,0,0,0,0,0.0042654,0,0.0063237,0.0054569,0.007292
"Parabacteroides_distasonis",0,0.0011897,3.45e-05,0,0.0044601,0.0288914,1.6e-06,0.0384742,0,0,0.0006194,5.93e-05,9.2e-06,1.63e-05,0,0.0036689,0.0036362,0.0012377,0.0091346,0,0.0008311,5.78e-05,0.0043624,0,0.0003644,2.23e-05,0,0,0,0,0.0015049,0,0,6.92e-05,0.0172185,0.0102979,0,0,0,6.52e-05,0.0001041,0,0,0,0,0,5.63e-05,0,0,0,0.0010562,0.0012545,0,6.6e-05,0.0282691,0,0,5.77e-05,1.69e-05,1.24e-05,0,0,0,0.0024003,8.5e-06,2.79e-05,0,0.0010999,0,0,0,0,0,0,0.0004268,0,0.0008891,0.0088289,0,0,0,0.0022556,0.0040981,2.39e-05,0,0,0,0,0.0127668,0.0001167,0,0.0037599,0,0,0.0001193,0.0042471,0.0058469,0,0,0,0,0.0002391,0.01254,0.0017185,0.017095,8e-06,2.94e-05,5.8e-06,0,2.02e-05,0.0071461,0,0.0151692,0.0005845,0,0.000644,0.0090638,1.47e-05,7.7e-06,5.1e-06,9.4e-05,0.0050224,2.1e-06,0,0.0030138,0.0642175,0.0159151,1.41e-05,8.6e-06,4.3e-06,4.7e-06,1.2e-06,1.21e-05,3.5e-06,0.0887392,0.0228403,4.02e-05,6.4e-06,0.0084021,0.0094946,0,0.0009601,0.0209176,0,0.089434,0.0016285,0.0012411,0.0433201,0,0,0.0001675,0,0,0.0133151,0.0010723
"Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037347,0,0,0,0,0,0.0013678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583971,0,0,0,0,0,0,0,0,0,0,0.0021897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12e-05,0,0,0,0.0010841,0,9.8e-06,0.0023903,2.97e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_merdae",0.263068,1.72e-05,6.54e-05,0,0.0053481,0,2.57e-05,0.0054133,0,0,0.0099095,0,0.0481025,0.0310238,4.66e-05,0.0071532,0.0098496,0,0,0,0,0,0.0290015,0,0.0069754,0,0,0,0.0136489,0.0012406,0,0,0.0127954,0,0.0267454,0,0,0,0.0215145,0.0012788,0,0,0,0,0,0,0,0,0,0,0.0101833,0,0,0.003092,0,3.28e-05,0,0.001061,0.0138015,0.0186757,0,0.0086701,0,3e-06,1.79e-05,0,0.0052187,0.0001437,0,0,4.6e-06,0,0.0216922,0.0407618,0,0,0,0.071658,0,0,0,0,0,0.000646,0,0,0,0,0.0719178,0.0001528,0.0016382,0.0029737,0.0003144,0.089237,0.0001964,0,0.016131,0,0,0.0200563,0,0.0001804,0,0,0.0460318,2.03e-05,0.0070465,3.34e-05,0.0865972,3.12e-05,0.0242725,0,8.87e-05,0.0002511,1.93e-05,0.0041365,0.0188911,0.0810851,1.84e-05,0.128817,0.007893,0.007334,3.21e-05,0,0.0126372,0.0665632,2.94e-05,3.4e-05,1.24e-05,1.63e-05,1.92e-05,2.21e-05,2.25e-05,0.0312608,0.0038889,8.8e-06,0.0019771,1.74e-05,0.0119163,0,0,0.0001678,0,0.0242333,0,0.0018688,0,0,0,0,0.0001801,0,0,0.0342262,0.065954
"Parabacteroides_unclassified",0,0.0007077,0,0,0,0.0584098,0,0,7.72e-05,0,0,0.000339,0,0,0,0,0,0.0007043,0,0,0.000787,3.76e-05,0,0.0034565,0,0.0006109,0.0054776,0.0012163,0,0,0.0002132,0,0,0,0,0,0,0,0,0,0.0003028,0.0130473,0,3.68e-05,0,6.08e-05,7.63e-05,0,1.72e-05,1.66e-05,0,0.0206772,0,0,0,0,0,0.0003774,0,0,0,0,0.019944,0,8.9e-06,0,0.0003601,0.0015248,0,0,0,0,0,0,0.0017738,0,0.0007368,0.0305256,0,0,0.0063191,0.002406,0.012937,0,0,0,0,0,0,0.0002426,0,0,0,0,0,0.0005678,0,9.76e-05,0,0,0,0,0,0.0045161,0.0085881,0,0,0,0.269312,0.0300863,0,0,0.10106,0.0003725,0.0413715,0,0,0.0715489,0.0391322,0,0,0,3.06e-05,0.0568929,0,0,0.0010738,0,1.59e-05,2.9e-06,3.5e-06,3.5e-06,1.73e-05,0,0.150952,0.0193073,0.0248573,1.31e-05,0.0199294,0.0037613,0,0.0103902,0,0.0171553,0.222161,0.0009108,0.0185922,0,0,0.0542711,0.0022,0,0,0,0
"Paraprevotella_clara",0,0,0,0,0,0,0,0.0018656,0,0,0,0,0,0,0,0,0.0002642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017371,0,0.0017741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001383,0,5.14e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023986,0,0,0,0,0,0,0,0,0,0,0,0,0.0045441,0,0,0,0,0,0,0,0,0.0022422,0,0,0,0,0,0,0.0019965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026987,0,0,0,0,0,0,0,0,0.0008395,0,0,0,0,0.0010003,0,0,0,0
"Paraprevotella_unclassified",0,0,0,0,0,0,0,0.0050043,0,0,0,0,0,0,0,0,0.000897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047089,0,0.0079378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004327,0,0.0002489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003569,0,0,0,0,0,0,0,0,0,6.27e-05,0,0,0.0099802,0,0,0,0,0,0,0,0,0.0047775,0,0,0,0,0,0,0.0099358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086079,0,0,0,0,0,0,0,0,0.0040729,0,0,0,0,0.0025521,0,0,0,0
"Prevotella_copri",0,3.12e-05,5.46e-05,0,0,0,3.79e-05,7.32e-05,0,0,0,0,3.59e-05,2.58e-05,0,0,0.0354395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437382,0.0176522,0,0,0,0.0836343,0.0139384,0,0,0,0,0,0,0,1.38e-05,0,0,0,0,0,0,0,0,8.12e-05,0,8.04e-05,4.33e-05,3.95e-05,0,0,0.0008941,0,2.48e-05,0,0,0,0,0.0241676,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08e-05,0.125082,0,3.22e-05,0,0,0.0003223,0.0043528,0,0.0047048,0.0150616,0,0,0.0009415,0,0,0,1.23e-05,0.119771,0,0,0.0316016,4.13e-05,7.66e-05,3.59e-05,3.83e-05,5.89e-05,0.0603761,4.1e-06,0.0001466,0.0783209,3.02e-05,0.302838,2.74e-05,5.42e-05,7.24e-05,4.79e-05,0.33692,0.278546,4.7e-05,0,2.57e-05,4.41e-05,3.79e-05,6.45e-05,1.99e-05,2.55e-05,3.57e-05,2.21e-05,5.6e-05,2.65e-05,0,3.26e-05,4.85e-05,1.93e-05,0,0,0,0,0.331195,7.53e-05,0,0,0,0,0,0.22023,0.0545792,0,0.467503,0,0
"Alistipes_finegoldii",0,5.1e-06,0.110834,0,0,0,0,0.0024123,0,0,0,0,7.1e-06,0.0008806,0,0.0021784,0.0009493,0,0,0,0,0,0,0,0.0037392,6.78e-05,0.0006478,0.0001415,0,6.83e-05,0.0095766,0,0.0010603,9.14e-05,0.0006941,0.0097111,0.0015802,0,2.77e-05,0.0003374,0,0.0022746,0,0,0,0,0.0008219,0,0,0,0,0.0031509,0,0,0,0.0042542,0,0.0003143,0.007736,0.0020008,0,4.2e-06,0,1.41e-05,0,0.0001151,0.0003022,9.48e-05,0,0.0016973,0,0,0,0,0,0,2.22e-05,0.000297,0,0,0.0001988,0,0,0,0,0,0,0,0,0,0,8.11e-05,0,0,0,0.0002233,0.0012472,0.0007513,0,0.0001191,0,0,0,0,0.0057598,0.0025972,0,0,0,0.0027645,0.0003475,0,0.0034096,0.0150467,0.0247629,0.0004648,0.0065346,0,0,0.0026379,0,0.0002965,0.0016034,0,0.0003534,0.00175,0.001047,0.0001642,0,0.0092931,0,0,1.1e-06,0.0104776,0,0,0.0049077,0,0.000146,0,0,0,0,0,0,0.0028831,0,0.0160819,0,0,0,0,0.0001827,0,0
"Alistipes_indistinctus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002148,0,0,0,2.65e-05,0,0,0.0002229,2.52e-05,0.0005109,0.0003208,0,0.0008732,0.0001347,0,0.0032878,0,0.0025909,0,0,0,0.0001342,0,0,0,0,0.0011931,0,0,0,0,0,0,0,0,0,0.0021408,0,0,0,0,0,0,0,0,0,0,0.0151509,0.0002222,0,0.0001862,0.001733,3.46e-05,0,0,0,0,0,0,0,0,0.0008206,0,0,0,0,0,0.0019751,0,0,0,0,0,0,0,4.14e-05,0,0.0020714,0,0,0,0,0.0008145,0,0,0,0,0,0,0.014386,0,0,0,0,0,0.0061927,0,0,0.0003315,0.0014534,0.0016776,0.0002964,0,0.0064306,0.0001034,0.0010964,0.00328,0,0,0,0.0028399,0,0,0,0,0,0,0,0.0001622,0,0,0.0016979,0,0,0,0,0.0003758,0,0.0032629,0,0.0046956,0,0,0,0,0,0,0,0,7.15e-05
"Alistipes_onderdonkii",0,0.0255914,0.0251561,0,0.0202092,0,1.3e-06,0.0084292,0,0,0,0.0009108,2.68e-05,1.99e-05,5e-05,0.0012243,0.0040944,0,0,0,0.0003381,0,0.0045895,0.0007343,0.0013078,0.0086081,0.0028194,0.0028467,0.0224148,0.0016089,0.0442564,0,0.0018063,0.0013275,0.002642,0.0416258,0,0,0.0076998,0.0030914,0,0.0053224,0,0,0,0,0.0016557,0,0,0,0,0.0434328,0,0,0,0.126415,0,0.0012943,0.0147667,0.0183201,0,0.00408,0,5.76e-05,2.36e-05,0.0053083,0.0008673,0.0047735,0,0.065066,0,0,0,0.0446165,0,0,0.0032276,0,0,0,0.0008846,0,0.0034509,1.63e-05,0,0,0,0,0.0007791,0.0001858,0,0.0012689,5.96e-05,0,0,0,0.0441948,0.0257141,0,0,0,0.0003506,0.0340994,0,0.0183538,0.0228049,7.06e-05,1.78e-05,3e-05,0.005517,0.0077697,0,0.0002591,0.0006247,5.4e-05,0.0007399,0.0264496,2.53e-05,3.22e-05,0.0099472,0.0003418,0.0011552,0.0513374,1.58e-05,0.0030261,0.0386172,0.0041727,7.13e-05,1.51e-05,0.353071,9.3e-06,1.64e-05,2.17e-05,0.0005038,0,5.6e-06,0.0173631,1.47e-05,6.45e-05,0,0,0.0504945,0.0001012,6.6e-06,0,0.065232,0,0.157275,0,0,0,0,0.009226,0.0001333,0
"Alistipes_putredinis",0,3.99e-05,8.63e-05,0,0.0070981,0,3.2e-05,0.0754191,0,0,0,0,0.100038,0.165404,0.0051055,0.0171876,0,0,0,0,0,0,0.0920357,0.0051642,0.0213286,0,0,0.0019743,0.0395114,0.0077821,0.0172541,0,0.0356524,0,0.048462,0,0.007668,0,0.0668771,0.0096043,0,0.0920392,0,0,0.0363954,0,3.72e-05,0,0,0,0,0.132721,0,0.0025442,0,6.14e-05,0,0.0065483,0.0721152,0.0162156,0,0.0229379,0,3.34e-05,3.22e-05,0.0038394,0.0108194,0.0117063,0,0.0237219,0,0,0,0,0,0.0055872,0.0076711,0.0239841,0,0,0.0094328,0,0.0099428,0.004441,0,0,0,0,0.0171855,0.0002837,0,0.0553896,0,0,0.0015013,0.0108008,0,0.0135094,0,0,0,0,0.0679808,0,0.0184398,0.0977453,0.0041801,3.41e-05,3.07e-05,3.82e-05,0.0419865,0,9.34e-05,0.0336854,0.102342,0.0006799,0.0983748,3.06e-05,0.0001078,0.0291288,0.0558984,0.0439289,4.24e-05,0.0553211,0.0313021,0.0306706,0.0389437,8.56e-05,2.27e-05,2.2e-05,1.78e-05,5.82e-05,4.35e-05,0.0457073,9.8e-06,3.39e-05,0.0595061,2.36e-05,0.0749238,0.0005024,0,0.0520562,0.0202899,0.0484615,0,0.0472846,0,0,0,0,0,0,0,0.0880077,0.0589369
"Alistipes_senegalensis",0,3.2e-06,0,0,0,0,0,0,0,0,0,0,0.0023535,0,0,0.0020313,0.0005264,0,0,0,0,0,1.19e-05,0,0.0009081,0,0,2.81e-05,0,0,0,0,0.0009619,0,4.83e-05,0,0.0001414,0,1.51e-05,0,0,1.9e-06,0,0,0,0,2.9e-06,0,0,0,0,0,0,0,0,0,0,7.85e-05,0,0,0,0,0,0,0,0,0.0007147,5.4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0.0001048,0,0,0,0,0,0,0,0,0,0,0.0003381,0,0,0,0,0,0.0010587,0,0,0,0,0,0,0,0,0,0,0,0,0.0005787,0,6.3e-06,0.0077199,0,0.0001401,0.0007833,0,0,0.0008913,0.0003802,0.0011861,0.0019812,0,0,0,0,0,0,0,0,0,0,2.53e-05,0,0,0,0,0,0,0,0.0003251,0,0,0,0.0005841,0,0,0,0,4.26e-05,0,0,0.0006716,0.0001756
"Alistipes_shahii",0,0.0001276,5.9e-06,0,0,0,0,0,0,0,0,0,0,0.0222745,0.000224,0.0043668,0.0001187,0,0,0.0003178,0,0,0.0229349,0,0.0060409,0.0002619,0,0.0012239,0.0051223,0.0008564,0.0022657,0,0.0238281,0,0.0120816,0,0.0026528,0,0.0115917,0.0010322,0,0.011623,0,0,0,0,0.0024548,0,0,0,0,0.0189365,0,0,0,5.3e-06,0,0.0006635,2e-06,0.0227547,0,0,0,0.001642,0,0.001475,0.0005329,0.0002951,0,0,0,0,0,0,0,0.0002251,0,0,0,0,0.0151449,0,0.0115546,0,0,0,0,0,0,2.35e-05,1.23e-05,0.0133182,0.0016285,0,0,0,0.0016381,0.010344,0,0,0,0,0.0033492,0,0.0084975,7.1e-06,0.0026406,0,0,0,0.0025131,0,0.0497233,0.0320552,1.41e-05,0.0081221,0.0106354,0,0.0296896,0.0056494,0.0096852,0.0008317,1.9e-06,0,0,0,7.1e-06,1.8e-06,4e-07,4.4e-06,0,0,0.0009624,0.00771,0,0,0.0039122,0,0.0062608,0,0,0.0221106,0.0035321,0,0,0.0022319,0,0,0,0,0.0001635,0,0,0.0101305,0.0251216
"Alistipes_sp_AP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110312,0,0,0,0,0,0,0.0020799,0,0.0020987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028872,0,0,0,0,0,0.0007303,0,0,0,0,0,0.0106085,0,0,0.0007312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009995,0,0,0,0,0,0,0,0,0.0143936,0,0.0062291,0,0,0,0,0,0,0
"Alistipes_sp_HGB5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031729,0,0.0033297,0,0,0,0,0,0.0081957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065536,0,0,0,0,0,0.0325964,0,0,0,0,0,0,0
"Alistipes_unclassified",0,0,0.0793623,0,0,0,0,0,0,0,0.0001826,0,0,0,0,0,0.0005664,0,0,2.11e-05,0.0018976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010648,0,0,0,0,0,0,0,1.07e-05,0,0,0,0,0,0,0.0010225,6.36e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044713,0,0,0,0,0.0505642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-06,0,0,0,0,0,7.9e-06,0,0,0,0,0,0,0,0,0,0.0001036,0,0,4.2e-06,0,0.0005653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019196,0,0.0010582,0,0,0,0
"Enterococcus_avium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005818,0,0,0,0,0,0.0035386,0,0,0,0,0,0,0.0002683,0,0,0,0,0,0.0001406,0,0,0,0,0,0,0,0,0.0023033,0,0,0,0,0,0,0,0,0,0.000443,0,0,0,0,0.0013858,8.44e-05,0.0031663,0,0,0,0,0,0,0,0,0,0,0,0,0.0004699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12e-05,0.0001094,0,0,0,0,0.0024999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001639,0,0,0
"Enterococcus_faecalis",0,0,0,0,1.06e-05,0.0007868,0.0093207,0,0,0.0004141,0,0,0,0,0,0,0,2.59e-05,0,3.3e-05,1.85e-05,0.0003808,0,0,0,0,0,0,0,0,0,0,0,0.0007543,0,0,0,0,0,0,0,0,0,7.4e-05,2.22e-05,0,0,0,0.0002631,0.0014526,0,0,0.0061896,0,0,0,0.0028705,0,0,0,0,1.24e-05,2.59e-05,0.0001341,0.0042275,0,0,0.0009365,0,0,0,0.0021085,5.3e-06,0,0,0,1.77e-05,5.11e-05,0,0,7.33e-05,0,0,0,0,9.2e-06,0.0001666,0,7.79e-05,6.7e-06,0,0,0,0.000512,0,0,1.28e-05,0,0,0,0,0.0003832,0,0,4.9e-06,0,0,1.4e-06,3.1e-06,0,0,0,5.31e-05,0,0,0,0,0,0.0026745,0,0,0,1.38e-05,0,0,0,0,0,0,0,0.0006258,0,0,0,0,0,0,2.44e-05,0,0,0,0,0,0,0.000237,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecium",4.37e-05,0,0,3.17e-05,2.92e-05,0.0003449,0.0104399,0,1.15e-05,0.0196046,6.25e-05,0,0,0,5.9e-06,0,6.17e-05,2.62e-05,0,0.0001685,4.98e-05,2.72e-05,0,0.0682483,0,0,0,0,0,0.0003868,0,0.0021297,0,0.000375,0,0,0,0,0.0383712,0.0536666,0.0005206,0,0.0002065,0.0001599,0.0138528,6.57e-05,0,0,4.86e-05,0.000156,0,0,0.0013685,0.00081,2.76e-05,0,0.0106115,0,0,0,0.251163,4.15e-05,0.0007384,0.0063778,0,0,0,0,0.0029361,0,5.93e-05,0,5.55e-05,3.77e-05,4.93e-05,0,7.4e-05,2.4e-05,6.91e-05,0,0.001271,0,0,5.54e-05,0.0004376,0.0007772,0,0.0276503,5.72e-05,0,1.49e-05,0,0,0.0007863,5.58e-05,0,0.0001147,0.0001785,0.795195,0,0,0,0,0,0,0,0,0,0,0,0,0.0198438,0,0,0,0,0,0,0,0,0,0,0.0060834,0.0006826,0,0,1.43e-05,0,0,3.88e-05,0,0,0,0.0011794,0,0,0.0047771,0,0,0,0,0,0,0,0.003102,0.0690702,0,0,0,7.3e-06,1.91e-05,0.0008097,0,0,0
"Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019773,0,0,0.0005144,0,0,0,0,0,0,0,0.0064777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12e-05,0,0,0,0,0,0,0,0,0.000688,0.0132549,0,0.001083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504517,0,0,0,0,0,0,0,0.0007568,0,0,1.08e-05,0,0,0,0,0,0,2.18e-05,0,0,0,0,0,0,0,0.0284927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_casei_paracasei",0,0,0,0,0,0.0018056,0,0,0,0,0,0,0,0,0,0,4.7e-06,0.0001929,0,0,0,2.99e-05,0,0,0,0,0,0,0,0,0,0,0,0.0001354,0,0,0,0.0001545,0,0,0,0,0,0,0,0,0,0.0098601,0,0,0,0,0,0,0,0,0,0,0.0007218,0,2.94e-05,0,0,0,0.0011713,0,0,0,0,0,4.2e-06,0,0,0,0,0,4.24e-05,2.94e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0003043,0,0,0,5.46e-05,0,0,0,0.0008728,0,0,4.4e-05,0,0,9.9e-06,0,0,0,0,0,0,0.0043103,0,0,0,0,0,0.0003011,1.85e-05,0.0010531,0,0,4.46e-05,0,0,0,0,0,0.0001737,0,0,0,0,0.0003113,0,0,0,0.0038131,0,0,0,0,0,0,0,0,0,0.0002078,0,0.0006042,0,0.0009251,0,0,0
"Lactobacillus_fermentum",0,8.7e-06,0,0,0,0.0005313,0,0.0133533,3.53e-05,0.0022989,0,0,0,8.4e-06,0,0,0,0.0020429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019267,0,0,0,0,0,0,0,0,0.107795,0,0,0,0,0.0074377,2.76e-05,0,0,0,0,0,0.014162,0,5.46e-05,0,0,0,0.0565088,0,0.0001163,0,5.9e-05,0,0,0,0.0200167,0,0.0001232,0,0,0,0,0,0.0001118,0,0,0,0,0,0,0,0,1.57e-05,0,0,0,0,0,0.000683,0,0,0.0013072,0,0,0.0002831,2.23e-05,0,0,0.007423,0,0,0,0,0,0.167281,0.0018191,0,0,0.0005193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,1.05e-05,0,0,1.47e-05,0,0,0,0,6.79e-05,0,0,0,0.0306253,4.29e-05,0,0,0,0,0,0.0027992,0,0,0
"Lactobacillus_gasseri",8.62e-05,0,0,0,3.41e-05,0.0002379,0,0.0170707,5.22e-05,0.0016039,1.54e-05,0,0,0,9.6e-06,0,4.78e-05,1.58e-05,0,0,5.66e-05,0.0444153,0,0,0,0,0,0,0,0.000491,0,0.0010661,0,0.0002556,0,0,0,0,0,0,0,0,0.0232981,7.16e-05,5.26e-05,5.74e-05,0,1.92e-05,4.15e-05,0.0002594,0,0,0,0,0.0088331,0,4.36e-05,0,0,0,0.62792,1.96e-05,0.0018562,2.1e-05,0,0,0,0,0.372616,0,1.16e-05,0,3.74e-05,7.2e-06,0.0135745,0,3.63e-05,1.2e-05,4.4e-06,0,0,0,0,0,0.0003694,3.05e-05,0,1.88e-05,1.52e-05,0,4.25e-05,0.0115536,0,0,8.29e-05,0,6.3e-05,5.35e-05,0.0033707,0.0037553,0,0.0004331,0,0,0,0,0,0,0.0001257,0,0,0.0003157,0,0,0,0,0,0,2.2e-06,0,0,0,0,0,8e-07,0,0,0,0,0,0,0,0,0.0004686,0,1e-06,0,0,0,0,0,0,0,0,0.0122031,0,0,0,0,0,0,0.184936,0,0,0
"Lactobacillus_plantarum",0,0,0,0,0,0.0008951,0,0,0,0.0008084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036346,0,0,0.0077165,0,0,0,0,0.001161,0,0,0,0,0,0,0,0.0005262,0,0,1.8e-06,0,0,0,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0006381,0,0,0.000133,0,0,0,0,0,0.0227525,0,0,0,0,1.1e-06,0,6.16e-05,0,0.0214024,0,0,0,0,0,0,0,0,0,0,0,0.0020004,0,0,0,0,0
